NFCSID,A1,Retirement_Account,Contribute_Retirement,Own_Stocks,B2_2,Own_MutualFunds,Own_ETFs,Own_Annuities,B2_7,B2_20,Own_REITs,B2_22,B2_23,B2_24,B2_25,B3,B4,B5,B6,B20,B21,Risk_Tolerance,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,Advisor_Approval,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,Fee_Confidence,C26,C7,Market_Confidence_LongTerm,Market_Fairness_Confidence,D2,Market_Performance,D20,D21,D4,E1_1,E20,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_5,F2_6,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,Investing_Comfort,Financial_Comfort,G20,Stock_Ownership_Knowledge,G5,Stock_vs_Bond_Knowledge,Financial_Knowledge_TrueFalse,G21,Risk_Perception_Knowledge,G22,G11,G12,G13,H2,H3,WGT1,Gender,Age Group,Ethnicity,Education,Annual Income,Investing_Comfort_score,Financial_Comfort_score,Market_Confidence_LongTerm_score,Market_Fairness_Confidence_score,Fee_Confidence_score,Own_Stocks_score,Own_MutualFunds_score,Own_ETFs_score,Own_Annuities_score,Own_REITs_score,Retirement_Account_score,Contribute_Retirement_score,Risk_Tolerance_score,Market_Performance_score,Advisor_Approval_score,Stock_Ownership_Knowledge_score,Stock_vs_Bond_Knowledge_score,Financial_Knowledge_TrueFalse_score,Risk_Perception_Knowledge_score,Total_Score,FinLit_Level
2018014202,Primary decision-maker,1,1,1,Yes,1,2,1,No,No,2,No,No,No,No,1 to 3 times,"$1,000,000 or more",No,No Response Given,No Response Given,No,3,More than half,Yes,Moderately risky,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Sometimes,Never,No,Yes,No,No,0.5% to < 1%,10.0,No,No,9,9,5% to 9.9%,2,Neither,Don't know,5,8,No,Both,Paper mail,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,10,7,7 - Strongly agree,1,Lent money to the company,2,1,True,2,Don't know,Greater demand,$250,Sell soon after buying,No,No,0.609443224,1,3,1,2,3,10,7,9,9,10.0,3,3,1,2,1,3,3,2,3,No Response Given,2,2,2,0,72.0,High
2018014221,Share decision-making,1,1,1,Yes,1,1,2,No,No,2,No,No,No,No,1 to 3 times,"$1,000,000 or more",No,No Response Given,No Response Given,No,3,More than half,Yes,Moderately risky,No,Don't know,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Do not pay any fees,10.0,No,No,8,98,5% to 9.9%,98,Neither,Neither,4 - Neither agree nor disagree,2,No,Both,Email delivery,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,No,9,6,7 - Strongly agree,1,Lent money to the company,2,1,Don't know,1,Lower fees/expenses,Can be tax-free,$0,Sell borrowed shares,Yes,Yes,0.609443224,2,3,1,2,3,9,6,8,0,10.0,3,3,3,1,1,3,3,2,0,No Response Given,2,2,2,2,60.0,Average
2018014234,Primary decision-maker,1,1,1,Yes,1,1,2,No,No,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,Yes,2,Less than half,No,No Response Given,No Response Given,No Response Given,Frequently,Frequently,Frequently,Frequently,Frequently,1.0,Frequently,Frequently,Frequently,Frequently,No,No,No,No,Less than 0.5%,8.0,No,No,6,6,0% to 4.9%,98,Neither,Neither,4 - Neither agree nor disagree,9,Yes,Both,None of the above,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,No Response Given,6,98,Don't know,4,Own a part of the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$0,Sell borrowed shares,No,No,0.874876747,2,2,1,2,3,6,0,6,6,8.0,3,3,3,1,1,3,3,4,0,5.0,0,2,2,2,58.0,Average
2018014238,Primary decision-maker,1,1,1,No,2,2,2,No,Yes,2,No,No,No,Yes,None,"$10,000 to < $25,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Very risky,Yes,Don't know,Never,Sometimes,Sometimes,Never,Never,No Response Given,Sometimes,Never,Sometimes,Never,Don't know,Yes,No,No,Less than 0.5%,8.0,No,No,9,6,5% to 9.9%,2,Neither,Don't know,3,7,Yes,Both,Don't know,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No Response Given,No,No,8,5,5,1,Lent money to the company,2,98,True,1,Lower fees/expenses,Can be tax-free,$0,Don't know,No,Yes,0.609443224,1,3,1,2,2,8,5,9,6,8.0,3,1,1,1,1,3,3,2,3,No Response Given,2,2,0,2,60.0,Average
2018014252,Share decision-making,1,1,1,No,1,2,2,No,Yes,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",Yes,No,No Response Given,Yes,3,More than half,Yes,Extremely risky,No,No,Never,Sometimes,Frequently,Never,Never,No Response Given,Never,Frequently,Sometimes,Never,Yes,Yes,Yes,Yes,1% to < 2%,6.0,Yes,Yes,6,6,5% to 9.9%,3,Neither,Neither,3,8,Yes,Both,Paper mail,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,9,6,7 - Strongly agree,1,Lent money to the company,3,98,True,98,Don't know,Can be tax-free,$250,Sell at a loss,No,Yes,1.493157591,2,2,1,1,2,9,6,6,6,6.0,3,3,1,1,1,3,3,2,5,No Response Given,2,0,0,0,57.0,Average
2018014259,Primary decision-maker,1,1,1,Yes,1,1,1,Yes,Yes,2,No,No,No,No,1 to 3 times,"$10,000 to < $25,000",Yes,Yes,Don't know,Don't know,98,More than half,Yes,Moderately risky,Yes,Yes,Frequently,Sometimes,Sometimes,Frequently,Frequently,1.0,Frequently,Frequently,Sometimes,Frequently,Yes,Yes,Yes,Yes,2% to < 4%,9.0,Yes,Yes,9,9,10% to 14.9%,2,Bought,Buy,4 - Neither agree nor disagree,9,Don't know,Both,Email delivery,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No Response Given,9,6,6,2,Lent money to the company,2,98,True,2,Lower fees/expenses,Greater demand,$250,Sell at a loss,Yes,Yes,2.714459446,1,1,2,1,2,9,6,9,9,9.0,3,3,3,2,1,3,3,0,3,5.0,0,2,0,0,70.0,High
2018014274,Primary decision-maker,1,1,1,No,1,2,1,No,No,2,No,No,No,No,None,"$250,000 to < $500,000",No,No Response Given,No Response Given,Don't know,4,Less than half,Yes,Extremely risky,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Sometimes,Never,Never,No,Don't know,No,No,Do not pay any fees,9.0,Yes,No,98,98,0% to 4.9%,2,Neither,Neither,4 - Neither agree nor disagree,6,Don't know,Protecting institutions,Paper mail,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,No,No,Don't know,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,6,4,4 - Neither agree nor disagree,1,Lent money to the company,3,1,False,5,Don't know,Can be tax-free,$250,Sell at a loss,No,Yes,0.910655279,1,3,2,1,1,6,4,0,0,9.0,3,3,1,2,1,3,3,1,3,No Response Given,2,0,2,0,43.0,Below Average
2018014277,Primary decision-maker,1,1,1,Yes,1,2,2,No,Yes,2,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Don't know,No,Don't know,Sometimes,Frequently,Sometimes,Never,Never,1.0,Sometimes,Never,Sometimes,Never,Don't know,Yes,Don't know,Yes,Don't know,No Response Given,No,No,5,3,Don't know,2,Neither,Neither,4 - Neither agree nor disagree,5,Yes,Both,Paper mail,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,6,3,5,1,Don't know,2,2,True,1,Don't know,Don't know,$0,Sell before peak,Yes,No,0.874876747,2,2,2,2,2,6,3,5,3,No Response Given,3,3,1,1,1,3,3,2,3,5.0,2,2,0,2,48.0,Below Average
2018014278,Primary decision-maker,1,1,2,Yes,1,2,1,No,Yes,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",No,No Response Given,No Response Given,No,3,Less than half,Yes,Very risky,No,No,Frequently,Sometimes,Never,Never,Never,1.0,Frequently,Never,Never,Never,No,Yes,No,No,0.5% to < 1%,10.0,Yes,No,10,10,5% to 9.9%,2,Neither,Neither,2,9,Yes,Both,In-person meeting,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,8,6,7 - Strongly agree,1,Lent money to the company,2,1,True,4,Don't know,Can be tax-free,$250,Sell at a loss,Yes,Yes,0.609443224,1,3,1,2,1,8,6,10,10,10.0,1,3,1,2,1,3,3,2,3,5.0,2,2,2,0,74.0,High
2018014284,Primary decision-maker,2,1,2,No,1,2,2,No,Yes,2,No,No,No,No,None,"$25,000 to < $50,000",Yes,No,No Response Given,No,3,Less than half,Yes,Slightly risky,No,Yes,Never,Sometimes,Frequently,Frequently,Frequently,No Response Given,Never,Sometimes,Never,Frequently,No,No,No,No,Less than 0.5%,8.0,No,No,9,8,15% to 19.9%,2,Neither,Sell,3,8,Yes,Both,Paper mail,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No Response Given,No,No Response Given,8,5,7 - Strongly agree,1,Lent money to the company,3,1,False,1,Less likely to decline,Lower risk,$0,Sell before peak,No,Yes,0.609443224,1,3,1,2,1,8,5,9,8,8.0,1,3,1,1,1,1,3,2,3,No Response Given,2,0,2,2,60.0,Average
2018014296,Primary decision-maker,1,1,1,Yes,1,2,1,No,No,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,No Response Given,No,3,Less than half,No,No Response Given,No Response Given,No Response Given,Frequently,Never,Never,Never,Never,1.0,Never,Sometimes,Never,Never,No,Yes,Yes,Yes,1% to < 2%,9.0,Yes,No,8,8,5% to 9.9%,2,Neither,Don't know,3,9,No,Both,Email delivery,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,8,4,4 - Neither agree nor disagree,1,Lent money to the company,2,1,True,1,Don't know,Don't know,Don't know,Don't know,No,Yes,0.910655279,1,3,1,1,1,8,4,8,8,9.0,3,3,1,2,1,3,3,2,3,5.0,2,2,2,2,71.0,High
2018014297,Share decision-making,1,1,1,No,2,2,2,No,Yes,2,No,No,No,Don't know,1 to 3 times,"$5,000 to < $10,000",Don't know,No Response Given,No Response Given,No,3,More than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Sometimes,Sometimes,Sometimes,No Response Given,Sometimes,Never,Sometimes,Sometimes,No,No,No,No,Do not pay any fees,4.0,No,No,8,5,5% to 9.9%,2,Neither,Neither,1 - Strongly disagree,7,Don't know,Both,Email delivery,No,No,Yes,Don't know,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,9,6,7 - Strongly agree,1,Lent money to the company,98,1,True,1,Don't know,Lower risk,Don't know,Sell soon after buying,Yes,Yes,0.874876747,2,2,1,2,2,9,6,8,5,4.0,3,1,1,1,1,3,3,2,3,No Response Given,2,0,2,2,56.0,Average
2018014312,Primary decision-maker,1,1,1,No,1,1,1,No,Yes,2,No,No,No,No,None,"$100,000 to < $250,000",No,No Response Given,No Response Given,No,2,More than half,Yes,Very risky,No,No,Never,Sometimes,Frequently,Sometimes,Never,No Response Given,Never,Frequently,Sometimes,Never,No,Yes,Yes,Yes,0.5% to < 1%,9.0,No,No,7,6,5% to 9.9%,2,Neither,Neither,7 - Strongly agree,7,No,Both,Paper mail,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,9,6,7 - Strongly agree,4,Don't know,2,1,False,1,Less likely to decline,Lower risk,$500,Sell at a loss,Yes,No,0.609443224,2,3,2,2,2,9,6,7,6,9.0,3,3,3,2,1,3,3,4,3,No Response Given,0,2,2,2,68.0,Average
2018014319,Primary decision-maker,1,1,1,Yes,2,2,2,No,No,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,4,More than half,Yes,Very risky,No,No,Never,Never,Never,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,Yes,No,3,3,0% to 4.9%,1,Neither,Neither,3,2,Don't know,Protecting investors,Access on Internet,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,2,2,2,1,Don't know,1,1,False,1,Less risky short term,Can be tax-free,$0,Sell at a loss,No,Yes,0.910655279,1,3,1,1,2,2,2,3,3,10.0,3,1,1,1,1,3,3,1,1,No Response Given,2,0,2,2,41.0,Below Average
2018014321,Primary decision-maker,2,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"Less than $2,000",Don't know,No Response Given,No Response Given,No,2,Less than half,Yes,Extremely risky,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Sometimes,Sometimes,No,Yes,No,No,Less than 0.5%,3.0,No,No,3,1,Don't know,2,Neither,Neither,1 - Strongly disagree,3,Yes,Protecting institutions,Email delivery,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,5,2,4 - Neither agree nor disagree,1,Lent money to the company,2,1,False,4,Don't know,Don't know,$250,Sell at a loss,Yes,Yes,2.714459446,2,1,2,1,2,5,2,3,1,3.0,3,1,1,1,1,1,3,4,3,No Response Given,2,2,2,0,38.0,Below Average
2018014335,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,None,"$25,000 to < $50,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Sometimes,Never,No,Yes,No,No,0.5% to < 1%,4.0,No,No,10,98,5% to 9.9%,2,Neither,Neither,4 - Neither agree nor disagree,1 - Not at all confident,Yes,Both,Access on Internet,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,8,5,5,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,Don't know,Sell at a loss,Yes,Yes,0.910655279,1,3,1,1,2,8,5,10,0,4.0,3,3,1,1,1,3,3,2,3,No Response Given,2,2,2,2,55.0,Average
2018014342,Primary decision-maker,1,1,1,No,1,1,1,No,No,2,No,Yes,No,No,4 to 10 times,"$100,000 to < $250,000",Yes,No,No Response Given,No,2,More than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,Yes,No,Yes,No,Less than 0.5%,10.0,Yes,Yes,10,8,5% to 9.9%,3,Bought,Buy,2,8,Yes,Both,Email delivery,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No Response Given,Yes,No,8,5,7 - Strongly agree,1,Lent money to the company,2,1,False,1,Less risky short term,Lower risk,$0,Sell at a loss,Yes,Yes,0.609443224,1,3,1,2,1,8,5,10,8,10.0,3,3,3,2,1,3,3,4,5,No Response Given,2,2,2,2,76.0,High
2018014343,Primary decision-maker,1,1,1,Yes,1,2,2,No,Yes,2,No,No,No,No,None,"$5,000 to < $10,000",No,No Response Given,No Response Given,No,4,Less than half,No,No Response Given,No Response Given,No Response Given,Never,Sometimes,Frequently,Never,Never,No Response Given,Never,Never,Sometimes,Never,No,No,Yes,No,0.5% to < 1%,2.0,Yes,Yes,1,1,5% to 9.9%,2,Neither,Sell,1 - Strongly disagree,6,Yes,Protecting investors,Email delivery,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No Response Given,Yes,No,7,4,7 - Strongly agree,4,Don't know,1,1,True,98,Don't know,Lower risk,$250,Don't know,Yes,Yes,1.493157591,2,2,1,1,2,7,4,1,1,2.0,3,3,1,1,1,3,3,1,3,No Response Given,0,0,2,0,36.0,Below Average
2018014350,Primary decision-maker,1,1,1,Yes,1,1,2,No,No,2,No,No,No,No,11 times or more,"$500,000 to < $1,000,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Frequently,Never,No Response Given,Never,Never,Frequently,Never,No,No,Yes,No,Less than 0.5%,10.0,No,Yes,10,7,5% to 9.9%,3,Bought,Buy,6,4,Yes,Both,Paper mail,No,No,Yes,Yes,Yes,Yes,Don't know,No,Don't know,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,9,5,6,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$0,Sell at a loss,Yes,Yes,1.566607663,1,1,1,2,3,9,5,10,7,10.0,3,3,3,1,1,3,3,2,5,No Response Given,2,2,2,2,73.0,High
2018014369,Primary decision-maker,1,1,1,No,1,1,1,No,No,1,No,Yes,No,No,4 to 10 times,"$500,000 to < $1,000,000",Yes,No,No Response Given,No,3,Less than half,Yes,Extremely risky,No,No,Frequently,Frequently,Sometimes,Never,Never,2.0,Sometimes,Never,Never,Never,No,No,No,Yes,0.5% to < 1%,10.0,Yes,Yes,7,5,5% to 9.9%,3,Don't know,Don't know,4 - Neither agree nor disagree,6,Don't know,Both,Paper mail,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,Yes,No Response Given,6,7,6,1,Lent money to the company,2,1,False,1,Less likely to decline,Can be tax-free,$0,Sell borrowed shares,No,Yes,0.609443224,1,3,1,2,3,6,7,7,5,10.0,3,3,3,2,3,3,3,2,5,3.0,2,2,2,2,73.0,High
2018014378,Primary decision-maker,1,1,1,No,2,2,1,No,No,2,No,No,No,No,None,"$500,000 to < $1,000,000",No,No Response Given,No Response Given,No,4,Don't know,Yes,Very risky,No,No,Sometimes,Frequently,Frequently,Never,Never,1.0,Never,Never,Never,Never,Yes,No,No,Don't know,0.5% to < 1%,7.0,No,No,7,7,0% to 4.9%,2,Neither,Neither,6,4,Don't know,Don't know,Don't know,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,No,Prefer not to say,No,No,No,No,No,No,No,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Don't know,Prefer not to say,No Response Given,No Response Given,No Response Given,8,5,4 - Neither agree nor disagree,2,Prefer not to say,99,99,Prefer not to say,99,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Yes,No,0.609443224,2,3,1,2,3,8,5,7,7,7.0,3,1,1,2,1,3,3,1,3,5.0,0,0,0,0,57.0,Average
2018014379,Primary decision-maker,2,1,1,No,1,2,1,No,Yes,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,No Response Given,Don't know,3,More than half,Yes,Moderately risky,No,No,Sometimes,Sometimes,Frequently,Never,Never,1.0,Sometimes,Sometimes,Never,Never,No,Yes,Yes,Yes,0.5% to < 1%,2.0,No,No,7,6,0% to 4.9%,2,Neither,Neither,5,7,Yes,Both,Paper mail,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,9,5,5,1,Lent money to the company,2,1,True,5,Less likely to decline,Can be tax-free,$0,Sell before peak,No,Yes,0.609443224,1,3,1,2,1,9,5,7,6,2.0,3,3,1,2,1,1,3,2,3,5.0,2,2,2,0,59.0,Average
2018014385,Primary decision-maker,2,1,1,No,2,1,2,No,No,2,Yes,Yes,No,No,4 to 10 times,"$10,000 to < $25,000",Yes,No,No Response Given,No,3,More than half,Yes,Slightly risky,No,Yes,Sometimes,Frequently,Never,Sometimes,Never,1.0,Sometimes,Sometimes,Frequently,Sometimes,Yes,Yes,No,Yes,1% to < 2%,7.0,No,Yes,9,10,0% to 4.9%,2,Neither,Sell,7 - Strongly agree,7,No,Both,Paper mail,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,5,6,4,Prefer not to say,1,1,True,2,Less risky short term,Lower risk,$250,Sell before peak,Yes,No,0.874876747,2,2,2,2,2,10,5,9,10,7.0,3,1,3,1,1,1,3,2,3,5.0,0,0,2,0,66.0,Average
2018014387,Share decision-making,1,1,1,No,2,2,1,No,No,2,No,No,No,No,None,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Don't know,Frequently,Frequently,Don't know,Never,No Response Given,Never,Never,Frequently,Never,No,No,No,No,Do not pay any fees,10.0,No,No,8,6,Don't know,2,Neither,Neither,3,6,Yes,Both,In-person meeting,Don't know,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,7,6,6,98,Own a part of the company,2,1,Don't know,1,Lower fees/expenses,Can be tax-free,$0,Don't know,No,Yes,0.609443224,2,3,1,2,2,7,6,8,6,10.0,3,1,1,2,1,3,3,2,3,No Response Given,0,2,2,2,62.0,Average
2018014396,Primary decision-maker,1,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"$5,000 to < $10,000",No,No Response Given,No Response Given,No,2,More than half,Yes,Very risky,No,Don't know,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Sometimes,Never,No,No,No,No,Less than 0.5%,7.0,No,No,10,6,5% to 9.9%,2,Neither,Buy,2,7,Yes,Both,Access on Internet,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,7,6,6,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Lower risk,$0,Sell borrowed shares,Yes,Yes,0.874876747,1,2,1,2,3,7,6,10,6,7.0,3,1,1,1,1,3,3,4,3,No Response Given,2,2,2,2,64.0,Average
2018014406,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,2,Less than half,Yes,Don't know,Don't know,No,Sometimes,Frequently,Sometimes,Never,Never,2.0,Sometimes,Sometimes,Never,Never,Yes,No,Yes,Yes,1% to < 2%,6.0,No,No,8,8,10% to 14.9%,2,Neither,Neither,7 - Strongly agree,8,Yes,Both,Access on Internet,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,Yes,8,5,7 - Strongly agree,1,Lent money to the company,1,1,False,1,Lower fees/expenses,Can be tax-free,$250,Don't know,Yes,Yes,0.609443224,2,3,1,2,2,8,5,8,8,6.0,3,3,1,1,1,3,3,4,3,3.0,2,0,2,2,66.0,Average
2018014407,Primary decision-maker,1,1,1,No,2,1,2,Yes,No,2,No,No,No,No,11 times or more,"$100,000 to < $250,000",Yes,Yes,No,No,2,Less than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Less than 0.5%,9.0,No,No,6,4,10% to 14.9%,3,Neither,Sell,2,7,No,Both,Email delivery,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,9,6,6,1,Lent money to the company,2,1,False,1,Less risky short term,Can be tax-free,$0,Sell borrowed shares,Yes,Yes,0.609443224,1,3,1,2,2,9,6,6,4,9.0,3,1,3,1,1,3,3,4,5,No Response Given,2,2,2,2,66.0,Average
2018014415,Share decision-making,1,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"$25,000 to < $50,000",No,No Response Given,No Response Given,No,4,Don't know,No,No Response Given,No Response Given,No Response Given,Never,Never,Never,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,No,1,1,5% to 9.9%,1,Neither,Don't know,1 - Strongly disagree,1 - Not at all confident,No,Both,Paper mail,No,No,Don't know,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,1,1,1 - Strongly disagree,1,Don't know,2,1,False,98,Don't know,Lower risk,$250,Sell at a loss,No,Yes,0.910655279,2,3,1,1,3,1,1,1,1,10.0,3,1,1,1,1,3,3,1,1,No Response Given,2,2,2,0,35.0,Below Average
2018014420,Primary decision-maker,1,1,1,Yes,1,98,1,No,No,98,Don't know,Don't know,Don't know,Don't know,11 times or more,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,No,3,Less than half,No,No Response Given,No Response Given,No Response Given,Frequently,Sometimes,Never,Never,Never,2.0,Sometimes,Sometimes,Never,Never,Yes,Don't know,Don't know,Yes,Don't know,No Response Given,Yes,Yes,9,9,Don't know,3,Neither,Don't know,2,8,Yes,Both,In-person meeting,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,No Response Given,3,2,4 - Neither agree nor disagree,2,Own a part of the company,98,1,Don't know,98,Don't know,Don't know,Don't know,Don't know,Yes,Yes,0.910655279,2,3,1,1,1,3,2,9,9,No Response Given,3,3,0,2,0,3,3,2,5,3.0,0,0,2,0,49.0,Below Average
2018014424,Primary decision-maker,1,1,2,No,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$2,000 to < $5,000",Yes,No,No Response Given,No,3,More than half,Yes,Don't know,No,Yes,Never,Never,Frequently,Never,Sometimes,No Response Given,Never,Never,Sometimes,Sometimes,No,Yes,Yes,Yes,Less than 0.5%,10.0,No,No,3,3,5% to 9.9%,2,Neither,Neither,3,7,Yes,Both,Email delivery,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,6,5,4 - Neither agree nor disagree,1,Own a part of the company,3,1,True,1,Less likely to decline,Lower risk,$250,Sell before peak,No,Yes,1.493157591,1,2,2,1,2,6,5,3,3,10.0,1,3,1,1,1,3,3,2,3,No Response Given,2,0,2,2,51.0,Average
